Name,Best_Resolution,Memory_Bandwidth,Memory_Speed,Manufacturer,Release_Price,Core_Speed_Value,Core_Speed_Unit,Max_Power_Value,Max_Power_Unit,Memory_Value,Memory_Unit,Release_Year
GeForce GTX 550 Ti Palit Edition,1440000,98.4GB/sec,1025 MHz,Nvidia,,900,MHz,116,Watts,1024,MB,2011
GeForce GTX 550 Ti M2D1 OC Edition,1440000,103.2GB/sec,1075 MHz,Nvidia,,950,MHz,,,1024,MB,2011
GeForce GTX 550 Ti DirectCU TOP Edition,1440000,98.5GB/sec,1026 MHz,Nvidia,,975,MHz,,,1024,MB,2011
GeForce GTX 550 Ti Sonic Edition,1440000,105.6GB/sec,1100 MHz,Nvidia,,1000,MHz,,,1024,MB,2011
GeForce GTX 550 Ti Gigabyte OC Edition,1440000,100.8GB/sec,1050 MHz,Nvidia,,970,MHz,,,1024,MB,2011
GeForce GTX 550 Ti FPB,1440000,104.5GB/sec,1089 MHz,Nvidia,,951,MHz,116,Watts,1024,MB,2011
GeForce GTX 550 Ti Gainward Edition,1440000,98.4GB/sec,1025 MHz,Nvidia,,900,MHz,,,1024,MB,2011
GeForce GTX 550 Ti EVGA SC Edition,1440000,108.3GB/sec,1128 MHz,Nvidia,,981,MHz,,,1024,MB,2011
GeForce GTX 550 Ti DirectCU Edition,1440000,98.5GB/sec,1026 MHz,Nvidia,,910,MHz,,,1024,MB,2011
GeForce GTX 550 Ti Golden Sample Edition,1440000,105.6GB/sec,1100 MHz,Nvidia,,1000,MHz,116,Watts,1024,MB,2011
GeForce GTX 550 Ti EVGA 2GB Edition,1440000,96.2GB/sec,1002 MHz,Nvidia,,900,MHz,,,2048,MB,2011
GeForce GTX 550 Ti Cyclone II OC Edition,1440000,103.2GB/sec,1075 MHz,Nvidia,,950,MHz,,,1024,MB,2011
GeForce GTX 550 Ti Asus M2D1 Edition,1440000,98.4GB/sec,1025 MHz,Nvidia,,900,MHz,,,1024,MB,2011
GeForce GTX 550 Ti Asus Edition SLI,2073600,196.8GB/sec,1025 MHz,Nvidia,298,910,MHz,250,Watts,2048,MB,2011
GeForce GTX 550 Ti Asus Edition,1440000,98.5GB/sec,1026 MHz,Nvidia,,910,MHz,116,Watts,1024,MB,2011
GeForce GTX 550 Ti,1440000,98.4GB/sec,1025 MHz,Nvidia,149,900,MHz,116,Watts,1024,MB,2011
GeForce GT 545 3GB,1440000,38.4GB/sec,800 MHz,Nvidia,149,720,MHz,70,Watts,3072,MB,2011
GeForce GT 545 1.5GB,1049088,38.4GB/sec,800 MHz,Nvidia,149,720,MHz,70,Watts,1536,MB,2011
GeForce GT 520 Zotac Synergy 1GB Edition,1049088,8.5GB/sec,533 MHz,Nvidia,,810,MHz,29,Watts,1024,MB,2011
GeForce GT 545 (OEM),1440000,63.9GB/sec,999 MHz,Nvidia,,870,MHz,105,Watts,1024,MB,2011
GeForce GT 520 v4,1049088,8GB/sec,500 MHz,Nvidia,,598,MHz,29,Watts,1024,MB,2012
GeForce GT 520 v3,1049088,14.4GB/sec,898 MHz,Nvidia,,810,MHz,29,Watts,2048,MB,2012
GeForce GT 520 Gigabyte 1GB Edition,1049088,10.7GB/sec,667 MHz,Nvidia,,810,MHz,29,Watts,1024,MB,2011
GeForce GT 530,1049088,28.8GB/sec,900 MHz,Nvidia,,700,MHz,50,Watts,1024,MB,2011
GeForce GT 520 v2,1049088,10.7GB/sec,667 MHz,Nvidia,,700,MHz,29,Watts,1024,MB,2012
GeForce GT 520,1049088,14.4GB/sec,900 MHz,Nvidia,59,810,MHz,29,Watts,1024,MB,2011
GeForce GT 520 Asus Silent Low Profile 2GB Edition,1049088,9.6GB/sec,600 MHz,Nvidia,,810,MHz,29,Watts,2048,MB,2013
GeForce GTX 980 Zotac AMP! Omega 4GB Edition,3686400,230.4GB/sec,1800 MHz,Nvidia,,1202,MHz,170,Watts,4096,MB,2014
GeForce GT 520 Asus Silent Low Profile 1GB Edition,1049088,9.6GB/sec,600 MHz,Nvidia,,810,MHz,29,Watts,1024,MB,2013
GeForce GTX 980 Zotac AMP! Extreme 4GB Edition SLI,3686400,460.8GB/sec,1800 MHz,Nvidia,,1291,MHz,350,Watts,8192,MB,2014
GeForce GT 520 Gainward SilentFX 1GB Edition,1049088,8.6GB/sec,535 MHz,Nvidia,,810,MHz,29,Watts,1024,MB,2013
GeForce GTX 980 Zotac AMP! Extreme 4GB Edition,3686400,230.4GB/sec,1800 MHz,Nvidia,569.99,1291,MHz,185,Watts,4096,MB,2014
GeForce GTX 980 Zotac 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,,1126,MHz,165,Watts,4096,MB,2014
GeForce GTX 980 Zotac AMP! 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,,1165,MHz,170,Watts,4096,MB,2014
GeForce 510,1049088,14.4GB/sec,898 MHz,Nvidia,,523,MHz,25,Watts,1024,MB,2011
GeForce GTX 980 Ti Zotac ArcticStorm 6GB Edition,4096000,336.6GB/sec,1753 MHz,Nvidia,,1025,MHz,250,Watts,6144,MB,2015
GeForce GTX 980 Ti Zotac AMP! 6GB Edition,4096000,336.6GB/sec,1753 MHz,Nvidia,649,1051,MHz,250,Watts,6144,MB,2015
GeForce GTX 980 Ti Zotac AMP! Extreme 6GB Edition SLI,8294400,692.4GB/sec,1803 MHz,Nvidia,,1253,MHz,500,Watts,12288,MB,2015
GeForce GTX 980 Ti Zotac AMP! Extreme 6GB Edition,4096000,346.2GB/sec,1803 MHz,Nvidia,,1253,MHz,250,Watts,6144,MB,2015
GeForce GTX 980 Ti Zotac 6GB Edition,4096000,336.6GB/sec,1753 MHz,Nvidia,649,1000,MHz,250,Watts,6144,MB,2015
GeForce GTX 980 Ti PNY XLR8 OC 6GB Edition,4096000,336.6GB/sec,1753 MHz,Nvidia,,1165,MHz,250,Watts,6144,MB,2015
GeForce GTX 980 Ti Palit Super JetStream 6GB Edition,4096000,336.6GB/sec,1753 MHz,Nvidia,,1152,MHz,280,Watts,6144,MB,2015
GeForce GTX 980 Ti Palit JetStream 6GB Edition,4096000,336.6GB/sec,1753 MHz,Nvidia,,1000,MHz,250,Watts,6144,MB,2015
GeForce GTX 980 Ti Palit 6GB Edition,4096000,336.6GB/sec,1753 MHz,Nvidia,,1000,MHz,250,Watts,6144,MB,2015
GeForce GTX 980 Ti MSI Gaming Golden 6GB Edition,4096000,340.6GB/sec,1774 MHz,Nvidia,,1190,MHz,250,Watts,6144,MB,2015
GeForce GTX 980 Ti MSI Sea Hawk 6GB Edition,4096000,340.6GB/sec,1774 MHz,Nvidia,,1190,MHz,250,Watts,6144,MB,2015
GeForce GTX 980 Ti MSI 6GB Edition,4096000,336.6GB/sec,1753 MHz,Nvidia,649,1000,MHz,250,Watts,6144,MB,2015
GeForce GTX 980 Ti MSI Gaming 6GB Edition SLI,8294400,681.6GB/sec,1775 MHz,Nvidia,,1178,MHz,500,Watts,12288,MB,2015
GeForce GTX 980 Ti MSI Lightning 6GB Edition,4096000,340.6GB/sec,1774 MHz,Nvidia,749,1203,MHz,250,Watts,6144,MB,2015
GeForce GTX 980 Ti MSI Armor 2X OC 6GB Edition,4096000,336.6GB/sec,1753 MHz,Nvidia,,1102,MHz,250,Watts,6144,MB,2015
GeForce GTX 980 Ti Inno3D iChill X4 Ultra 6GB Edition,4096000,345.6GB/sec,1800 MHz,Nvidia,,1152,MHz,280,Watts,6144,MB,2015
GeForce GTX 980 Ti Inno3D iChill X3 Ultra 6GB Edition,4096000,345.6GB/sec,1800 MHz,Nvidia,,1152,MHz,280,Watts,6144,MB,2015
GeForce GTX 980 Ti Gigabyte XTREME Water 6GB Edition,4096000,345.6GB/sec,1800 MHz,Nvidia,,1216,MHz,250,Watts,6144,MB,2015
GeForce GTX 980 Ti MSI Gaming 6GB Edition,4096000,340.8GB/sec,1775 MHz,Nvidia,679,1178,MHz,250,Watts,6144,MB,2015
GeForce GTX 980 Ti Inno3D iChill Black 6GB Edition,4096000,349.4GB/sec,1820 MHz,Nvidia,,1206,MHz,290,Watts,6144,MB,2015
GeForce GTX 980 Ti Gigabyte XTREME 6GB Edition,4096000,345.6GB/sec,1800 MHz,Nvidia,,1216,MHz,250,Watts,6144,MB,2015
GeForce GTX 980 Ti Gigabyte G1 Gaming 6GB Edition,4096000,336.6GB/sec,1753 MHz,Nvidia,690,1190,MHz,250,Watts,6144,MB,2015
GeForce GTX 980 Ti Gigabyte 6GB Edition,4096000,336.6GB/sec,1753 MHz,Nvidia,649,1000,MHz,250,Watts,6144,MB,2015
GeForce GTX 980 Ti Gigabyte WindForce 3X OC 6GB Edition,4096000,336.6GB/sec,1753 MHz,Nvidia,,1190,MHz,250,Watts,6144,MB,2015
GeForce GTX 980 Ti Gigabyte G1 Gaming 6GB Edition SLI,8294400,673.2GB/sec,1753 MHz,Nvidia,,1190,MHz,500,Watts,12288,MB,2015
GeForce GTX 980 Ti Galax HOF WaterCooled 6GB Edition,4096000,336.6GB/sec,1753 MHz,Nvidia,,1203,MHz,250,Watts,6144,MB,2015
GeForce GTX 980 Ti Gigabyte 6GB Edition SLI,8294400,673.2GB/sec,1753 MHz,Nvidia,1298,1000,MHz,500,Watts,12288,MB,2015
GeForce GTX 980 Ti EVGA Superclocked+ ACX 2.0+ 6GB Edition,4096000,336.6GB/sec,1753 MHz,Nvidia,679,1102,MHz,250,Watts,6144,MB,2015
GeForce GTX 980 Ti Galax HOF 6GB Edition,4096000,336.6GB/sec,1753 MHz,Nvidia,,1190,MHz,250,Watts,6144,MB,2015
GeForce GTX 980 Ti EVGA Superclocked ACX 2.0+ 6GB Edition SLI,8294400,673.2GB/sec,1753 MHz,Nvidia,,1102,MHz,250,Watts,12288,MB,2015
GeForce GTX 980 Ti EVGA Superclocked ACX 2.0+ 6GB Edition,4096000,336.6GB/sec,1753 MHz,Nvidia,669,1102,MHz,250,Watts,6144,MB,2015
GeForce GTX 980 Ti EVGA Superclocked 6GB Edition,4096000,336.6GB/sec,1753 MHz,Nvidia,669,1102,MHz,250,Watts,6144,MB,2015
GeForce GTX 980 Ti EVGA Hydro Copper 6GB Edition,4096000,336.6GB/sec,1753 MHz,Nvidia,799,1140,MHz,250,Watts,6144,MB,2015
GeForce GTX 980 Ti EVGA Classified ACX 2.0+ 6GB Edition SLI,4096000,673.2GB/sec,1753 MHz,Nvidia,,1190,MHz,600,Watts,12288,MB,2015
GeForce GTX 980 Ti Galax HOF LN2 6GB Edition,4096000,336.6GB/sec,1753 MHz,Nvidia,,1203,MHz,250,Watts,6144,MB,2015
GeForce GTX 980 Ti EVGA Kingpin 6GB Edition,4096000,340.6GB/sec,1774 MHz,Nvidia,,1190,MHz,300,Watts,6144,MB,2015
GeForce GTX 980 Ti EVGA Hybrid 6GB Edition,4096000,336.6GB/sec,1753 MHz,Nvidia,749,1140,MHz,250,Watts,6144,MB,2015
GeForce GTX 980 Ti EVGA FTW ACX 2.0+ 6GB Edition,4096000,336.6GB/sec,1753 MHz,Nvidia,,1190,MHz,275,Watts,6144,MB,2015
GeForce GTX 980 Ti EVGA ACX 2.0+ 6GB Edition,4096000,336.6GB/sec,1753 MHz,Nvidia,649,1000,MHz,250,Watts,6144,MB,2015
GeForce GTX 980 Ti Asus DirectCU III OC Strix Gaming 6GB Edition,4096000,345.6GB/sec,1800 MHz,Nvidia,,1216,MHz,375,Watts,6144,MB,2015
GeForce GTX 980 Ti EVGA Classified ACX 2.0+ 6GB Edition,4096000,336.6GB/sec,1753 MHz,Nvidia,699,1190,MHz,300,Watts,6144,MB,2015
GeForce GTX 980 Ti EVGA 6GB Edition,4096000,336.6GB/sec,1753 MHz,Nvidia,649,1000,MHz,250,Watts,6144,MB,2015
GeForce GTX 980 Ti Asus 6GB Edition,4096000,336.6GB/sec,1753 MHz,Nvidia,649,1000,MHz,250,Watts,6144,MB,2015
GeForce GTX 980 Point of View 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,,1127,MHz,165,Watts,4096,MB,2014
GeForce GTX 980 Ti Asus DirectCU III OC Strix Gaming 6GB SLI,8294400,691.2GB/sec,1800 MHz,Nvidia,,1216,MHz,750,Watts,12288,MB,2015
GeForce GTX 980 Ti 6GB SLI,8294400,673.2GB/sec,1753 MHz,Nvidia,1249,1000,MHz,500,Watts,12288,MB,2015
GeForce GTX 980 PNY XLR8 Pro OC 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,579.99,1228,MHz,180,Watts,4096,MB,2015
GeForce GTX 980 Palit Trio 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,,1127,MHz,180,Watts,4096,MB,2015
GeForce GTX 980 Ti 6GB,4096000,336.6GB/sec,1753 MHz,Nvidia,649,1000,MHz,250,Watts,6144,MB,2015
GeForce GTX 980 Palit Super JetStream 4GB Edition,3686400,230.4GB/sec,1800 MHz,Nvidia,,1203,MHz,180,Watts,4096,MB,2014
GeForce GTX 980 PNY 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,,1126,MHz,165,Watts,4096,MB,2014
GeForce GTX 980 Palit JetStream 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,,1126,MHz,180,Watts,4096,MB,2014
GeForce GTX 980 Palit 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,,1127,MHz,180,Watts,4096,MB,2014
GeForce GTX 980 MSI OC v1 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,,1152,MHz,165,Watts,4096,MB,2014
GeForce GTX 980 MSI Gaming 4GB Edition SLI,3686400,448.8GB/sec,1753 MHz,Nvidia,1158,1216,MHz,340,Watts,8192,MB,2014
GeForce GTX 980 MSI Gaming 4GB Edition 3-Way SLI,8294400,673.2GB/sec,1753 MHz,Nvidia,,1216,MHz,,,12288,MB,2014
GeForce GTX 980 MSI Armor 2X OC 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,,1178,MHz,165,Watts,4096,MB,2014
GeForce GTX 980 MSI Gaming 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,579.99,1216,MHz,165,Watts,4096,MB,2014
GeForce GTX 980 Leadtek Winfast Hurricane 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,,1152,MHz,170,Watts,4096,MB,2014
GeForce GTX 980 Leadtek WinFast 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,,1126,MHz,165,Watts,4096,MB,2014
GeForce GTX 980 Inno3D iChill HerculeZ X4 ABU 4GB Edition,3686400,230.4GB/sec,1800 MHz,Nvidia,,1266,MHz,165,Watts,4096,MB,2014
GeForce GTX 980 MSI 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,549.99,1126,MHz,180,Watts,4096,MB,2014
GeForce GTX 980 Gigabyte XTREME 4GB Edition,3686400,227.2GB/sec,1775 MHz,Nvidia,,1241,MHz,300,Watts,4096,MB,2015
GeForce GTX 980 Inno3D 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,,1126,MHz,165,Watts,4096,MB,2014
GeForce GTX 980 Inno3D iChill HerculeZ X4 Air 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,,1228,MHz,165,Watts,4096,MB,2014
GeForce GTX 980 Gigabyte G1 Gaming 4GB Edition SLI,3686400,448.8GB/sec,1753 MHz,Nvidia,,1228,MHz,,,8192,MB,2014
GeForce GTX 980 Gigabyte WindForce 3X 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,,1128,MHz,165,Watts,4096,MB,2014
GeForce GTX 980 Gigabyte G1 Gaming 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,,1228,MHz,165,Watts,4096,MB,2014
GeForce GTX 980 Galax 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,,1126,MHz,250,Watts,4096,MB,2014
GeForce GTX 980 EVGA Superclocked 4GB Edition SLI,6220800,448.8GB/sec,1753 MHz,Nvidia,,1241,MHz,,,8192,MB,2014
GeForce GTX 980 EVGA Superclocked ACX 2.0 4GB Edition SLI,8294400,448.8GB/sec,1753 MHz,Nvidia,,1266,MHz,,,8192,MB,2014
GeForce GTX 980 Galax SOC 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,,1228,MHz,250,Watts,4096,MB,2014
GeForce GTX 980 Gainward 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,549.99,1126,MHz,165,Watts,4096,MB,2014
GeForce GTX 980 Galax HOF 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,,1304,MHz,165,Watts,4096,MB,2014
GeForce GTX 980 EVGA Superclocked ACX 2.0 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,569.99,1266,MHz,165,Watts,4096,MB,2014
GeForce GTX 980 EVGA Hydro Copper 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,799.99,1291,MHz,165,Watts,4096,MB,2014
GeForce GTX 980 EVGA Superclocked 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,569.99,1241,MHz,165,Watts,4096,MB,2014
GeForce GTX 980 EVGA FTW ACX 2.0 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,,1279,MHz,165,Watts,4096,MB,2014
GeForce GTX 980 EVGA Hybrid 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,,1291,MHz,165,Watts,4096,MB,2015
GeForce GTX 980 EVGA 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,549.99,1126,MHz,165,Watts,4096,MB,2014
GeForce GTX 980 Asus Strix OC 4GB Edition SLI,6220800,448.8GB/sec,1753 MHz,Nvidia,1159.98,1178,MHz,,,8192,MB,2014
GeForce GTX 980 EVGA ACX 2.0 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,,1126,MHz,165,Watts,4096,MB,2014
GeForce GTX 980 EVGA Classified ACX 2.0 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,699.99,1291,MHz,165,Watts,4096,MB,2014
GeForce GTX 980 EVGA Classified Kingpin ACX 2.0+ 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,,1304,MHz,165,Watts,4096,MB,2015
GeForce GTX 980 Asus Strix OC 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,579.99,1178,MHz,300,Watts,4096,MB,2014
GeForce GTX 980 Asus ROG Matrix Platinum 4GB Edition SLI,8294400,448.8GB/sec,1753 MHz,Nvidia,,1241,MHz,325,Watts,8192,MB,2014
GeForce GTX 980 EVGA Classified ACX 2.0 4GB Edition SLI,8294400,448.8GB/sec,1753 MHz,Nvidia,,1291,MHz,,,8192,MB,2014
GeForce GTX 980 Asus 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,,1126,MHz,225,Watts,4096,MB,2014
GeForce GTX 980 4GB SLI,6220800,448.8GB/sec,1753 MHz,Nvidia,1099.98,1126,MHz,350,Watts,8192,MB,2014
GeForce GTX 980 4GB 3-Way SLI,6220800,673.2GB/sec,1753 MHz,Nvidia,,1126,MHz,,,12288,MB,2014
GeForce GTX 980 4GB,3686400,224.4GB/sec,1753 MHz,Nvidia,549.99,1126,MHz,165,Watts,4096,MB,2014
GeForce GTX 970 Zotac AMP! Extreme Core 4GB Edition SLI,3686400,460.8GB/sec,1800 MHz,Nvidia,,1228,MHz,,,8192,MB,2014
GeForce GTX 970 Zotac AMP! Omega 4GB Edition,3686400,225.4GB/sec,1761 MHz,Nvidia,,1102,MHz,160,Watts,4096,MB,2014
GeForce GTX 970 Zotac AMP! Omega Core 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,,1152,MHz,148,Watts,4096,MB,2014
GeForce GTX 970 Zotac AMP! Extreme Core 4GB Edition,3686400,230.4GB/sec,1800 MHz,Nvidia,,1228,MHz,175,Watts,4096,MB,2014
GeForce GTX 970 Zotac AMP! Extreme 4GB Edition,3686400,230.4GB/sec,1800 MHz,Nvidia,,1203,MHz,175,Watts,4096,MB,2014
GeForce GTX 980 Asus ROG Poseidon 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,,1178,MHz,300,Watts,4096,MB,2014
GeForce GTX 980 Asus ROG Matrix Gold 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,,1317,MHz,375,Watts,4096,MB,2015
GeForce GTX 970 Zotac 4GB Edition SLI,3686400,448.8GB/sec,1753 MHz,Nvidia,,1076,MHz,,,8192,MB,2014
GeForce GTX 970 PNY 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,,1050,MHz,150,Watts,4096,MB,2014
GeForce GTX 970 Zotac AMP! Extreme 4GB Edition SLI,8294400,460.8GB/sec,1800 MHz,Nvidia,,1203,MHz,,,8192,MB,2014
GeForce GTX 970 Point of View 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,,1050,MHz,148,Watts,4096,MB,2014
GeForce GTX 970 Palit 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,,1050,MHz,150,Watts,4096,MB,2014
GeForce GTX 970 Palit JetStream 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,,1152,MHz,150,Watts,4096,MB,2014
GeForce GTX 970 MSI Gaming 100 ME 4GB Edition SLI,8294400,448.8GB/sec,1753 MHz,Nvidia,,1140,MHz,290,Watts,8192,MB,2015
GeForce GTX 970 MSI Gaming 4GB Edition,2073600,224.4GB/sec,1753 MHz,Nvidia,349.99,1140,MHz,148,Watts,4096,MB,2014
GeForce GTX 970 MSI Gaming 4GB Edition SLI,3686400,224.4GB/sec,1753 MHz,Nvidia,,1140,MHz,296,Watts,8192,MB,2014
GeForce GTX 970 Zotac 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,,1076,MHz,150,Watts,4096,MB,2014
GeForce GTX 970 MSI Gaming 100 ME 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,,1140,MHz,145,Watts,4096,MB,2015
GeForce GTX 970 MSI Armor 2X OC 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,,1102,MHz,148,Watts,4096,MB,2014
GeForce GTX 980 Asus ROG Matrix Platinum 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,,1241,MHz,300,Watts,4096,MB,2014
GeForce GTX 970 MSI OC 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,329,1076,MHz,148,Watts,4096,MB,2014
GeForce GTX 970 Leadtek WinFast Hurricane 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,,1076,MHz,150,Watts,4096,MB,2014
GeForce GTX 970 MSI Gaming Golden 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,,1165,MHz,145,Watts,4096,MB,2014
GeForce GTX 970 Leadtek WinFast 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,,1050,MHz,148,Watts,4096,MB,2014
GeForce GTX 970 Inno3D iChill HerculeZ X4 ABU 4GB Edition,3686400,230.4GB/sec,1800 MHz,Nvidia,,1178,MHz,145,Watts,4096,MB,2014
GeForce GTX 970 Inno3D HerculeZ X2 OC 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,,1088,MHz,145,Watts,4096,MB,2014
GeForce GTX 970 KFA2 EXOC Sniper 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,,1178,MHz,145,Watts,4096,MB,2016
GeForce GTX 970 Gigabyte WindForce 3X OC 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,,1114,MHz,150,Watts,4096,MB,2014
GeForce GTX 970 Galax OC 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,,1126,MHz,145,Watts,4096,MB,2014
GeForce GTX 970 Gigabyte Twin Turbo OC 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,,1101,MHz,148,Watts,4096,MB,2015
GeForce GTX 970 Gigabyte G1 Gaming 4GB Edition SLI,9216000,448.8GB/sec,1753 MHz,Nvidia,,1178,MHz,350,Watts,8192,MB,2014
GeForce GTX 970 Gigabyte Mini-ITX OC 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,,1076,MHz,150,Watts,4096,MB,2014
GeForce GTX 970 Gigabyte G1 Gaming 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,,1178,MHz,150,Watts,4096,MB,2014
GeForce GTX 970 Galax EXOC 4GB Black Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,,1164,MHz,145,Watts,4096,MB,2014
GeForce GTX 970 Galax HOF 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,,1216,MHz,165,Watts,4096,MB,2014
GeForce GTX 970 Gigabyte XTREME 4GB Edition,3686400,227.2GB/sec,1775 MHz,Nvidia,,1190,MHz,148,Watts,4096,MB,2015
GeForce GTX 970 Galax EXOC 4GB Black Edition SLI,3686400,448.8GB/sec,1753 MHz,Nvidia,,1164,MHz,,,8192,MB,2014
GeForce GTX 970 Gainward Phantom Phoenix 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,,1152,MHz,150,Watts,4096,MB,2015
GeForce GTX 970 Gainward Phantom 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,,1152,MHz,150,Watts,4096,MB,2014
GeForce GTX 970 EVGA Superclocked ACX 2.0 4GB Edition SLI,8294400,448.8GB/sec,1753 MHz,Nvidia,,1165,MHz,,,8192,MB,2014
GeForce GTX 970 EVGA Superclocked ACX 2.0 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,349.99,1165,MHz,150,Watts,4096,MB,2014
GeForce GTX 970 EVGA SSC ACX+ 2.0 4GB Edition SLI,8294400,448.8GB/sec,1753 MHz,Nvidia,,1190,MHz,,,8192,MB,2015
GeForce GTX 970 EVGA SSC ACX 2.0 4GB Edition SLI,8294400,448.8GB/sec,1753 MHz,Nvidia,,1190,MHz,300,Watts,8192,MB,2014
GeForce GTX 970 EVGA Superclocked 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,,1140,MHz,150,Watts,4096,MB,2014
GeForce GTX 970 EVGA SSC ACX+ 2.0 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,,1190,MHz,145,Watts,4096,MB,2015
GeForce GTX 970 EVGA FTW+ ACX 2.0+ 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,,1216,MHz,160,Watts,4096,MB,2014
GeForce GTX 970 EVGA FTW+ ACX 2.0+ 4GB Edition SLI,8294400,448.8GB/sec,1753 MHz,Nvidia,779,1216,MHz,300,Watts,8192,MB,2014
GeForce GTX 970 EVGA SSC ACX 2.0 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,359.99,1190,MHz,150,Watts,4096,MB,2014
GeForce GTX 970 EVGA Superclocked ACX 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,339.99,1165,MHz,150,Watts,4096,MB,2014
GeForce GTX 970 Asus Turbo OC 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,329,1088,MHz,148,Watts,4096,MB,2015
GeForce GTX 970 EVGA ACX 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,329.99,1050,MHz,148,Watts,4096,MB,2014
GeForce GTX 970 Asus Strix OC 4GB Edition SLI,8294400,448.8GB/sec,1753 MHz,Nvidia,,1114,MHz,,,8192,MB,2014
GeForce GTX 970 EVGA ACX 2.0 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,329.99,1050,MHz,148,Watts,4096,MB,2014
GeForce GTX 970 Asus Strix OC 4GB Edition,3686400,224.4GB/sec,1753 MHz,Nvidia,,1114,MHz,225,Watts,4096,MB,2014
GeForce GTX 970 EVGA FTW ACX 2.0 4GB Edition SLI,8294400,448.8GB/sec,1753 MHz,Nvidia,,1216,MHz,,,4096,MB,2014
